rxn_id,reaction
1428,[CH3:3][NH:2][CH3:1].[O-][C:4]([c:5]1[n:6][n:7]([CH2:8][C:9]([NH:10][C@H:11]([c:12]2[c:13](-[c:14]3[cH:15][cH:16][c:17]([Cl:18])[c:19]4[c:20]([NH:21][S:22]([CH3:23])(=[O:24])=[O:25])[n:26][n:27]([CH3:28])[c:29]34)[cH:30][cH:31][c:32]([C:33]#[C:34][C:35]([CH3:36])([CH3:37])[OH:38])[n:39]2)[CH2:40][c:41]2[cH:42][c:43]([F:44])[cH:45][c:46]([F:47])[cH:48]2)=[O:49])[c:50]2[c:51]1[C@@H:52]1[C@H:53]([C:54]2([F:55])[F:56])[CH2:57]1)=[O:58]>>[CH3:1][N:2]([CH3:3])[C:4]([c:5]1[n:6][n:7]([CH2:8][C:9]([NH:10][C@H:11]([c:12]2[c:13](-[c:14]3[cH:15][cH:16][c:17]([Cl:18])[c:19]4[c:20]([NH:21][S:22]([CH3:23])(=[O:24])=[O:25])[n:26][n:27]([CH3:28])[c:29]34)[cH:30][cH:31][c:32]([C:33]#[C:34][C:35]([CH3:36])([CH3:37])[OH:38])[n:39]2)[CH2:40][c:41]2[cH:42][c:43]([F:44])[cH:45][c:46]([F:47])[cH:48]2)=[O:49])[c:50]2[c:51]1[C@@H:52]1[C@H:53]([C:54]2([F:55])[F:56])[CH2:57]1)=[O:58]
1429,O[c:1]1[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1.[CH3:11][CH2:12][NH2:13]>>[c:1]1([NH:13][CH2:12][CH3:11])[cH:2][cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1
1430,CC(C)(C)OC(=O)[NH:1][CH2:2][C:3]([NH:4][C@@H:5]([CH2:6][CH2:7][S:8][CH3:9])[CH2:10][S:11](=[O:12])(=[O:13])[OH:14])=[O:15]>>[NH2:1][CH2:2][C:3]([NH:4][C@@H:5]([CH2:6][CH2:7][S:8][CH3:9])[CH2:10][S:11](=[O:12])(=[O:13])[OH:14])=[O:15]
1431,O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6](-[c:7]2[cH:16][cH:15][c:10]([C:11]([F:12])([F:13])[F:14])[cH:9][cH:8]2)[s:17]1)=[O:18].[CH3:19][CH2:20][O:21][C:22](=[O:23])[CH2:24][O:25][c:26]1[cH:27][c:28]([CH:29]2[CH2:30][CH2:31][CH2:32][NH:33][CH2:34]2)[cH:35][cH:36][c:37]1[CH3:38]>>[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[s:17]1)(=[O:18])[N:33]1[CH2:32][CH2:31][CH2:30][CH:29]([c:28]2[cH:27][c:26]([O:25][CH2:24][C:22]([O:21][CH2:20][CH3:19])=[O:23])[c:37]([CH3:38])[cH:36][cH:35]2)[CH2:34]1
1432,Cl[CH2:1][c:2]1[c:3]([CH3:4])[o:5][c:6](-[c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[n:13]1.[O:14]=[N+:15]([O-:16])[c:17]1[cH:18][n:19][c:20]2[cH:21][c:22]([OH:23])[cH:24][cH:25][c:26]2[cH:27]1>>[CH2:1]([c:2]1[c:3]([CH3:4])[o:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13]1)[O:23][c:22]1[cH:21][c:20]2[n:19][cH:18][c:17]([N+:15](=[O:14])[O-:16])[cH:27][c:26]2[cH:25][cH:24]1
1433,O=[CH:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1.[CH3:8][C@:9]12[CH2:10][CH2:11][C@@H:12]3[c:13]4[cH:14][cH:15][c:16]([OH:17])[cH:18][c:19]4[CH2:20][CH2:21][C@H:22]3[C@@H:23]1[CH2:24][CH2:25][C:26]2=[O:27]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1)=[C:25]1[CH2:24][CH:23]2[C:9]([CH3:8])([CH2:10][CH2:11][CH:12]3[c:13]4[cH:14][cH:15][c:16]([OH:17])[cH:18][c:19]4[CH2:20][CH2:21][CH:22]23)[C:26]1=[O:27]
1435,CC(=O)[O:1][CH:2]([CH2:3][O:4][c:5]1[c:6]([O:7][CH3:8])[cH:9][c:10]2[c:11]([NH:12][c:13]3[cH:14][cH:15][cH:16][c:17]4[c:18]([Cl:19])[cH:20][o:21][c:22]34)[n:23][cH:24][n:25][c:26]2[cH:27]1)[CH2:28][N:29]1[CH2:30][CH2:31][O:32][CH2:33][CH2:34]1>>[OH:1][CH:2]([CH2:3][O:4][c:5]1[c:6]([O:7][CH3:8])[cH:9][c:10]2[c:11]([NH:12][c:13]3[cH:14][cH:15][cH:16][c:17]4[c:18]([Cl:19])[cH:20][o:21][c:22]34)[n:23][cH:24][n:25][c:26]2[cH:27]1)[CH2:28][N:29]1[CH2:30][CH2:31][O:32][CH2:33][CH2:34]1
1436,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1.[CH3:10][C:11]1([n:12]2[n:13][n:14][c:15]3[cH:16][n:17][c:18]4[c:19]([cH:20][cH:21][n:22]4[S:23](=[O:24])(=[O:25])[c:26]4[cH:27][cH:28][cH:29][cH:30][cH:31]4)[c:32]23)[CH2:33][CH2:34][NH:35][CH2:36][CH2:37]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1)[N:35]1[CH2:34][CH2:33][C:11]([CH3:10])([n:12]2[n:13][n:14][c:15]3[cH:16][n:17][c:18]4[c:19]([cH:20][cH:21][n:22]4[S:23](=[O:24])(=[O:25])[c:26]4[cH:27][cH:28][cH:29][cH:30][cH:31]4)[c:32]23)[CH2:37][CH2:36]1
1437,O=C(OCc1ccccc1)[N:1]1[CH:2]([CH2:3][O:4][CH2:5][O:6][CH3:7])[CH2:8][CH2:9][CH2:10]1>>[NH:1]1[CH:2]([CH2:3][O:4][CH2:5][O:6][CH3:7])[CH2:8][CH2:9][CH2:10]1
1438,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13]1.[CH3:14][O:15][C:16](=[O:17])[C@H:18]([CH:19]([CH3:20])[CH3:21])[N:22]1[CH2:23][c:24]2[cH:25][c:26](-[c:27]3[cH:33][cH:32][c:30]([NH2:31])[cH:29][cH:28]3)[cH:34][cH:35][c:36]2[C:37]1=[O:38]>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13]1)[NH:31][c:30]1[cH:29][cH:28][c:27](-[c:26]2[cH:25][c:24]3[c:36]([cH:35][cH:34]2)[C:37](=[O:38])[N:22]([C@H:18]([C:16]([O:15][CH3:14])=[O:17])[CH:19]([CH3:20])[CH3:21])[CH2:23]3)[cH:33][cH:32]1
1439,O=[C:1](O)[c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]1[O:10][CH2:11][CH2:12][CH2:13][Cl:14].[NH2:15][c:16]1[cH:17][cH:18][n:19][cH:20][c:21]1[NH2:22]>>[c:1]1(-[c:2]2[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]2[O:10][CH2:11][CH2:12][CH2:13][Cl:14])[nH:15][c:16]2[cH:17][cH:18][n:19][cH:20][c:21]2[n:22]1
1440,CO[C:1](/[C:2](=[N:3]\[O:4][CH3:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([CH3:18])[cH:19]1)=[O:20].[CH3:21][NH2:22]>>[C:1](/[C:2](=[N:3]\[O:4][CH3:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([CH3:18])[cH:19]1)(=[O:20])[NH:22][CH3:21]
1442,Cl[C:1]([CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[C:18]2=[O:19])=[O:20].[CH3:21][NH2:22]>>[C:1]([CH:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[C:18]2=[O:19])(=[O:20])[NH:22][CH3:21]
1444,CC(C)(C)OC(=O)[n:1]1[cH:2][c:3]([C:4](=[O:5])[NH:6][C@H:7]2[CH2:8][CH2:9][CH2:10][CH2:11][C@@H:12]2[OH:13])[c:14]2[n:15][cH:16][cH:17][cH:18][c:19]12>>[nH:1]1[cH:2][c:3]([C:4](=[O:5])[NH:6][C@H:7]2[CH2:8][CH2:9][CH2:10][CH2:11][C@@H:12]2[OH:13])[c:14]2[n:15][cH:16][cH:17][cH:18][c:19]12
1445,CCO[C:1](=[O:2])[c:3]1[n:4][c:5]2[s:6][cH:7][cH:8][n:9]2[c:10]1[CH2:11][CH3:12]>>[CH2:1]([OH:2])[c:3]1[n:4][c:5]2[s:6][cH:7][cH:8][n:9]2[c:10]1[CH2:11][CH3:12]
1446,Cl[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][nH:13]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[cH:11][cH:10][c:9]([C:7]([O:6][CH3:5])=[O:8])[nH:13]1
1447,[O:1]=[C:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[CH:11]([OH:12])[CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1>>[O:1]=[C:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[C:11](=[O:12])[CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1
1448,[N:1]#[C:2][c:3]1[cH:4][c:5]2[n:6][n:7][c:8]([N:9]3[CH2:10][CH2:11][O:12][CH2:13][CH2:14]3)[n:15]2[cH:16][c:17]1-[c:18]1[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]1[Cl:25]>>[NH2:1][CH2:2][c:3]1[cH:4][c:5]2[n:6][n:7][c:8]([N:9]3[CH2:10][CH2:11][O:12][CH2:13][CH2:14]3)[n:15]2[cH:16][c:17]1-[c:18]1[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]1[Cl:25]
1450,[OH:14][CH2:1][CH2:2][OH:3].[CH3:4][O:5][c:6]1[cH:7][cH:8][c:9]([C@:10]23[CH2:11][CH2:12][C:13](=O)[C@@H:15]([CH3:16])[C@@H:17]2[CH2:18][CH2:19][CH2:20][C@@H:21]3[OH:22])[cH:23][cH:24]1>>[CH2:1]1[CH2:2][O:3][C:13]2([CH2:12][CH2:11][C@@:10]3([c:9]4[cH:8][cH:7][c:6]([O:5][CH3:4])[cH:24][cH:23]4)[C@H:17]([C@@H:15]2[CH3:16])[CH2:18][CH2:19][CH2:20][C@@H:21]3[OH:22])[O:14]1
1451,[CH3:6][CH2:5][O:4][C:2](=[O:3])[CH:1](C(=O)OCC)[CH:7]([CH2:8][CH:9]([CH3:10])[CH3:11])[CH2:12][N+:13](=[O:14])[O-:15]>>[CH2:1]([C:2](=[O:3])[O:4][CH2:5][CH3:6])[CH:7]([CH2:8][CH:9]([CH3:10])[CH3:11])[CH2:12][N+:13](=[O:14])[O-:15]
1453,O=[CH:1][c:2]1[c:9]([OH:10])[cH:8][c:6]([OH:7])[cH:5][c:3]1[OH:4].[NH2:11][NH:12][c:13]1[c:14]([Cl:15])[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][c:23]1[Cl:24]>>[CH:1]([c:2]1[c:3]([OH:4])[cH:5][c:6]([OH:7])[cH:8][c:9]1[OH:10])=[N:11][NH:12][c:13]1[c:14]([Cl:15])[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][c:23]1[Cl:24]
1454,CCO[C:1](=[O:2])[CH:3]([CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[n:12]1[cH:13][n:14][c:15]([C:16]([NH2:17])=[O:18])[cH:19]1>>[CH2:1]([OH:2])[CH:3]([CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[n:12]1[cH:13][n:14][c:15]([C:16]([NH2:17])=[O:18])[cH:19]1
1455,[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:6])[c:7]1[N:8]=[C:9]=[O:10].[NH2:11][c:12]1[cH:13][cH:14][c:15]2[n:16][c:17]([NH:18][C@@H:19]3[CH2:20][CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]43)[cH:28][cH:29][c:30]2[cH:31]1>>[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:6])[c:7]1[NH:8][C:9](=[O:10])[NH:11][c:12]1[cH:13][cH:14][c:15]2[n:16][c:17]([NH:18][C@@H:19]3[CH2:20][CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]43)[cH:28][cH:29][c:30]2[cH:31]1
1456,Cl[CH2:1][c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[nH:10]1.[F:11][c:12]1[cH:13][cH:14][cH:15][n:16][c:17]1[N:18]1[CH2:23][CH2:22][NH:21][CH2:20][CH2:19]1>>[CH2:1]([c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[nH:10]1)[N:21]1[CH2:20][CH2:19][N:18]([c:17]2[c:12]([F:11])[cH:13][cH:14][cH:15][n:16]2)[CH2:23][CH2:22]1
1457,Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][cH:11]1)(=[O:12])=[O:13].[CH3:14][c:15]1[cH:16][cH:17][c:18]([NH2:19])[cH:20][c:21]1[OH:22]>>[S:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][cH:11]1)(=[O:12])(=[O:13])[NH:19][c:18]1[cH:17][cH:16][c:15]([CH3:14])[c:21]([OH:22])[cH:20]1
1458,CN(C)[CH:1]=[O:2].[CH3:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11][cH:12][c:13]([O:14][CH2:15][O:16][CH3:17])[c:18]12>>[CH:1](=[O:2])[c:12]1[cH:11][cH:10][c:9]2[cH:8][cH:7][cH:6][c:5]([CH2:4][CH3:3])[c:18]2[c:13]1[O:14][CH2:15][O:16][CH3:17]
1459,CS(=O)(=O)O[CH:1]([CH2:2][NH:3][S:4](=[O:5])(=[O:6])[c:7]1[cH:8][cH:9][c:10]([O:11][C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1)[CH2:18][N:19]1[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[CH2:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]21.[C-:34]#[N:35]>>[CH:1]([CH2:2][NH:3][S:4](=[O:5])(=[O:6])[c:7]1[cH:8][cH:9][c:10]([O:11][C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1)([CH2:18][N:19]1[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[CH2:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]21)[C:34]#[N:35]
1460,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[c:8]([CH:9]=[O:10])[c:11]1[Cl:12]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[c:8]([CH2:9][OH:10])[c:11]1[Cl:12]
1461,Br[CH2:1][CH:2]1[CH2:3][CH2:4]1.[CH3:5][c:6]1[cH:7][cH:8][c:9]([F:10])[cH:11][c:12]1-[c:13]1[cH:14][cH:15][c:16]2[cH:17][c:18]([NH2:19])[n:20][cH:21][c:22]2[cH:23]1>>[CH2:1]([CH:2]1[CH2:3][CH2:4]1)[NH:19][c:18]1[cH:17][c:16]2[cH:15][cH:14][c:13](-[c:12]3[c:6]([CH3:5])[cH:7][cH:8][c:9]([F:10])[cH:11]3)[cH:23][c:22]2[cH:21][n:20]1
1462,O=C(OCc1ccccc1)[NH:1][c:2]1[cH:3][n:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[B:16]([OH:17])[O:18][CH2:19]3)[c:20]([NH:21][c:22]2[n:23][cH:24][cH:25][cH:26][n:27]2)[cH:28]1>>[NH2:1][c:2]1[cH:3][n:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[B:16]([OH:17])[O:18][CH2:19]3)[c:20]([NH:21][c:22]2[n:23][cH:24][cH:25][cH:26][n:27]2)[cH:28]1
1463,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[n:12][cH:13]1.[CH3:14][C:15]([CH3:16])([CH3:17])[n:18]1[n:19][cH:20][c:21]([C@H:22]([NH2:23])[CH:24]2[CH2:25][CH2:26]2)[c:27]1-[c:28]1[cH:29][c:30]([F:31])[cH:32][cH:33][c:34]1[Br:35]>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[n:12][cH:13]1)[NH:23][C@@H:22]([c:21]1[cH:20][n:19][n:18]([C:15]([CH3:14])([CH3:16])[CH3:17])[c:27]1-[c:28]1[cH:29][c:30]([F:31])[cH:32][cH:33][c:34]1[Br:35])[CH:24]1[CH2:25][CH2:26]1
1464,Cl[c:1]1[n:2][c:3]([NH2:4])[c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1.[NH2:11][CH2:12][CH2:13][OH:14]>>[c:1]1([NH:11][CH2:12][CH2:13][OH:14])[n:2][c:3]([NH2:4])[c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1
1466,O[C:1](=[O:2])[C@H:3]1[CH2:4][CH2:5][CH2:6][N:7]([C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]2)[CH2:17]1.[CH3:18][C:19]([CH3:20])([CH3:21])[O:22][C:23](=[O:24])[NH:25][NH2:26]>>[C:1](=[O:2])([C@H:3]1[CH2:4][CH2:5][CH2:6][N:7]([C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]2)[CH2:17]1)[NH:26][NH:25][C:23]([O:22][C:19]([CH3:18])([CH3:20])[CH3:21])=[O:24]
1467,Br[CH2:1][c:2]1[c:3]([F:4])[cH:5][cH:6][c:7]([F:8])[cH:9]1.[O:10]=[S:11](=[O:12])(/[CH:13]=[CH:14]/[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[N:21]1[CH2:22][CH2:23][CH:24]([OH:25])[CH2:26][CH2:27]1>>[CH2:1]([c:2]1[c:3]([F:4])[cH:5][cH:6][c:7]([F:8])[cH:9]1)[O:25][CH:24]1[CH2:23][CH2:22][N:21]([S:11](=[O:10])(=[O:12])/[CH:13]=[CH:14]/[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:27][CH2:26]1
1468,Cl[C:1](=[O:2])[c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1.[CH3:9][O:10][C:11](=[O:12])[CH2:13][CH2:14][C:15]1=[CH:16][CH2:17][N:18]([CH2:19][c:20]2[cH:21][cH:22][c:23]([NH2:24])[cH:25][cH:26]2)[C:27]1=[O:28]>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:24][c:23]1[cH:22][cH:21][c:20]([CH2:19][N:18]2[CH2:17][CH:16]=[C:15]([CH2:14][CH2:13][C:11]([O:10][CH3:9])=[O:12])[C:27]2=[O:28])[cH:26][cH:25]1
1469,O=[CH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]([F:9])([F:10])[F:11].[NH2:12][NH:13][C:14](=[O:15])[c:16]1[cH:17][cH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2[cH:25]1>>[CH:1](\[c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]([F:9])([F:10])[F:11])=[N:12]/[NH:13][C:14](=[O:15])[c:16]1[cH:17][cH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2[cH:25]1
1470,O[C@@H:1]1[O:2][C@H:3]([CH2:4][OH:5])[C@H:6]([OH:7])[C@H:8]([OH:9])[C@H:10]1[OH:11].[CH3:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][NH2:19]>>[CH:1]1([NH:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH3:12])[O:2][C@H:3]([CH2:4][OH:5])[C@H:6]([OH:7])[C@H:8]([OH:9])[C@H:10]1[OH:11]
1471,CS(=O)(=O)O[CH:1]1[CH:2]2[O:3][CH2:4][CH:5]([O:6][CH3:7])[CH:8]2[O:9][CH2:10]1.[N-:11]=[N+:12]=[N-:13]>>[CH:1]1([N:11]=[N+:12]=[N-:13])[CH:2]2[O:3][CH2:4][CH:5]([O:6][CH3:7])[CH:8]2[O:9][CH2:10]1
1472,Cl[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][s:8]1.[CH3:9][N:10]([CH3:11])[CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]([NH:18][c:19]2[n:20][cH:21][cH:22][c:23](-[c:24]3[c:25](-[c:26]4[cH:27][cH:28][c:29]([F:30])[c:31]([NH2:32])[cH:33]4)[n:34][n:35]4[cH:36][cH:37][cH:38][cH:39][c:40]34)[n:41]2)[cH:42]1>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][cH:7][s:8]1)[NH:32][c:31]1[c:29]([F:30])[cH:28][cH:27][c:26](-[c:25]2[c:24](-[c:23]3[cH:22][cH:21][n:20][c:19]([NH:18][c:17]4[cH:16][cH:15][cH:14][c:13]([CH2:12][N:10]([CH3:9])[CH3:11])[cH:42]4)[n:41]3)[c:40]3[n:35]([n:34]2)[cH:36][cH:37][cH:38][cH:39]3)[cH:33]1
1473,Br[C:1](Br)=[CH:2][CH:3]1[CH2:4][CH2:5][C:6]2([CH2:7][CH2:8]1)[O:9][CH2:10][CH2:11][O:12]2>>[CH:1]#[C:2][CH:3]1[CH2:4][CH2:5][C:6]2([CH2:7][CH2:8]1)[O:9][CH2:10][CH2:11][O:12]2
1474,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([CH2:11][O:12][CH:13]3[CH2:14][N:15]([C:16]([NH:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[CH2:23]3)[c:24]2[C:25]([F:26])([F:27])[F:28])[cH:29][cH:30]1.[CH2:31]1[CH2:32][O:33][CH2:34][CH2:35][NH:36]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([CH2:11][O:12][CH:13]3[CH2:14][N:15]([C:16]([NH:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[CH2:23]3)[c:24]2[C:25]([F:26])([F:27])[F:28])[cH:29][cH:30]1)[N:36]1[CH2:31][CH2:32][O:33][CH2:34][CH2:35]1
1475,Cl[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])=[O:6].[NH2:7][c:8]1[cH:9][cH:10][n:11][c:12]([Cl:13])[cH:14]1>>[C:1]([C:2]([CH3:3])([CH3:4])[CH3:5])(=[O:6])[NH:7][c:8]1[cH:9][cH:10][n:11][c:12]([Cl:13])[cH:14]1
1477,CC(C)(C)[Si](C)(C)[O:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][c:15]([NH:16][C:17](=[O:18])[CH:19]3[CH2:20][CH2:21][C:22](=[O:23])[O:24]3)[cH:25]2)[c:26]([C:27]#[N:28])[c:29]([NH2:30])[n:31]1>>[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][c:15]([NH:16][C:17](=[O:18])[CH:19]3[CH2:20][CH2:21][C:22](=[O:23])[O:24]3)[cH:25]2)[c:26]([C:27]#[N:28])[c:29]([NH2:30])[n:31]1
1478,[OH:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([O:10][CH:11]([F:12])[F:13])[cH:14]1>>[O:1]=[CH:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([O:10][CH:11]([F:12])[F:13])[cH:14]1
1479,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([OH:7])([C:8]([F:9])([F:10])[F:11])[C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1.[NH2:18][c:19]1[cH:20][cH:21][c:22]2[c:23]([cH:24]1)[n:25][cH:26][n:27]2[CH:28]1[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([OH:7])([C:8]([F:9])([F:10])[F:11])[C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]1)[N:31]1[CH2:30][CH2:29][CH:28]([n:27]2[c:22]3[cH:21][cH:20][c:19]([NH2:18])[cH:24][c:23]3[n:25][cH:26]2)[CH2:33][CH2:32]1
1480,O[C:1]([CH:2]([CH3:3])[n:4]1[cH:5][c:6](-[c:7]2[cH:8][n:9][n:10]3[c:11](-[c:12]4[cH:13][cH:14][cH:15][c:16]([NH:17][C:18](=[O:19])[NH:20][CH2:21][C:22]([F:23])([F:24])[F:25])[cH:26]4)[cH:27][n:28][c:29]3[cH:30]2)[cH:31][n:32]1)=[O:33].[CH3:34][O:35][CH:36]1[CH2:37][CH2:38][NH:39][CH2:40][CH2:41]1>>[C:1]([CH:2]([CH3:3])[n:4]1[cH:5][c:6](-[c:7]2[cH:8][n:9][n:10]3[c:11](-[c:12]4[cH:13][cH:14][cH:15][c:16]([NH:17][C:18](=[O:19])[NH:20][CH2:21][C:22]([F:23])([F:24])[F:25])[cH:26]4)[cH:27][n:28][c:29]3[cH:30]2)[cH:31][n:32]1)(=[O:33])[N:39]1[CH2:38][CH2:37][CH:36]([O:35][CH3:34])[CH2:41][CH2:40]1
1481,F[c:1]1[cH:2][cH:3][c:4]([CH3:5])[cH:6][c:7]1[N+:8](=[O:9])[O-:10].[OH:11][c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1>>[c:1]1([O:11][c:12]2[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]2)[cH:2][cH:3][c:4]([CH3:5])[cH:6][c:7]1[N+:8](=[O:9])[O-:10]
